hour_stump,S9_HR_five_seconds_hashrate,board_6_temp,board_7_temp,board_8_temp,board_6_actual_hashrate,board_7_actual_hashrate,board_8_actual_hashrate,avg_hashrate,miner_count,avg_uptime,lancium_box_uuid
10/1/21 23:50,5030.534118,56.11764706,55.17647059,60.90196078,1741.99,1790.581176,1770.535882,6237.535098,51,255855.098,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 0:05,4992.046275,56.03921569,55.09803922,60.68627451,1409327.262,1871.899804,1824.188627,6237.301961,51,256755.1569,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 0:20,4958.653333,55.8627451,54.98039216,60.49019608,1780.306471,1770.423529,1773.752745,6237.151961,51,257655,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 0:35,998494.8165,56,55.07843137,60.58823529,995222.4782,1819.261765,1765.717647,6236.864706,51,258554.8431,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 0:50,4992.304706,55.7254902,54.74509804,60.29411765,1745.41098,1807.353137,1763.187843,6236.776667,51,259454.6667,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 1:05,4963.333529,55.43137255,54.54901961,60.09803922,1786.877647,1856.939804,1734.315686,6236.498824,51,260354.6863,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 1:20,4952.613725,55.62745098,54.80392157,60.33333333,1677.850588,1748.360588,1670.058235,6236.173137,51,261254.5294,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 1:35,1771094.746,55.54901961,54.64705882,60.11764706,1767925.025,1866.494118,1797.18902,6235.831569,51,262154.4314,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 1:50,2836247.904,55.23529412,54.41176471,59.8627451,1741.042157,1793.780196,1739.626275,6235.558431,51,263054.3333,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 2:05,4986.13,55.15686275,54.41176471,59.96078431,1725.272549,1797.521961,1680.54098,6235.220392,51,263954.4314,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 2:20,203798.2273,54.92156863,54.03921569,59.60784314,1768.15902,1830.415686,1768.75549,6234.945098,51,264854.1373,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 2:35,4937.91549,55.17647059,54.39215686,60,1699.64,1789.00549,1673.505098,6234.658235,51,265753.8824,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 2:50,4970.139412,54.92156863,54.07843137,59.60784314,1787.745294,1809.906667,1712.516863,6234.41,51,266653.7059,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 3:05,4983.911176,54.96078431,54.19607843,59.70588235,1790.162549,1816.853922,1731.216471,6234.247255,51,267553.6667,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 3:20,4958.980784,54.98039216,54.1372549,59.68627451,1757.631176,1804.000196,1718.119804,6234.080784,51,268453.6078,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 3:35,4971.656275,55.07843137,54.41176471,59.94117647,1809.811765,1844.150588,1769.803529,6234.460196,51,268572.9804,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 3:50,4987.446078,54.96078431,54.11764706,59.66666667,1802.51902,1863.955882,1753.16451,6233.326863,51,269472.9216,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 4:05,4948.192157,54.96078431,54.1372549,59.74509804,1759.152941,1767.631961,1714.532353,6233.034902,51,270372.9608,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 4:20,4917.470784,54.62745098,53.80392157,59.17647059,1792.197255,1865.83451,1762.179804,6232.065882,51,271273.0196,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 4:35,4962.145294,54.17647059,53.37254902,58.82352941,1747.738039,1797.476863,1720.157059,6231.81098,51,272172.8039,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 4:50,4952.125882,54.33333333,53.68627451,59.15686275,1758.991765,1781.289608,1766.736471,6231.834902,51,273072.6667,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 5:05,2792128.245,54.39215686,53.62745098,59.11764706,2788895.236,1791.719608,1727.032941,6231.604902,51,273969.4118,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 5:20,2361628.316,54.2745098,53.58823529,59.05882353,2358403.534,1814.178431,1713.163922,6231.657255,51,274869.3137,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 5:35,4970.83,53.88235294,53.23529412,58.68627451,2803946.214,1816.186667,1711.664706,6231.186275,51,275769.2157,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 5:50,4994.88902,53.94117647,53.23529412,58.78431373,1720.175294,1782.819608,1707.130588,6231.289804,51,276669.2745,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 6:05,1340541.871,54.15686275,53.49019608,58.98039216,1337372.011,1823.942745,1727.31549,6231.196078,51,277569.1569,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 6:20,4966.211961,53.70588235,53.09803922,58.49019608,1781.763529,1838.947059,1754.692157,6231.173137,51,278469.0392,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 6:35,4978.382353,53.70588235,53.15686275,58.62745098,1763.346078,1839.83549,1737.548627,6230.763529,51,279369,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 6:50,4970.278235,53.70588235,53,58.58823529,1326540.15,1784.281961,1753.040588,6230.621765,51,280268.6667,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 7:05,4987.541373,53.70588235,53.11764706,58.58823529,1779.997255,1819.628824,1748.684314,6230.509804,51,281168.5294,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 7:20,2019460.839,53.68627451,52.98039216,58.50980392,2016223.444,1808.153137,1735.274706,6230.295098,51,282068.549,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 7:35,4998.348431,53.58823529,52.92156863,58.33333333,1770.375686,1856.92,1756.726078,6229.924706,51,282968.3333,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 7:50,4995.633333,53.39215686,52.74509804,58.23529412,2787584.29,1837.672353,1725.328235,6229.702941,51,283868.2941,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 8:05,4922.246667,53.1372549,52.60784314,57.88235294,1327325.029,1833.281765,1757.796078,6229.469608,51,284768.3333,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 8:20,4960.818627,53.23529412,52.50980392,57.90196078,1719.225686,1807.960784,1682.399804,6229.209412,51,285668.2941,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 8:35,4994.715098,53.23529412,52.64705882,58.03921569,1824.401961,1877.721569,1820.669608,6228.997647,51,286568.2353,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 8:50,4950.354902,53.1372549,52.60784314,57.98039216,7378382.884,1861.851765,1771.441569,6228.88549,51,287468.0196,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 9:05,11719.17333,53.11764706,52.50980392,57.84313725,8524.651765,1759.859608,1669.688235,6228.643333,51,288367.8627,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 9:20,4979.616275,52.78431373,52.1372549,57.49019608,1416648.37,1830.807451,1729.994118,6228.379608,51,289267.7255,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 9:35,1395819.782,53.09803922,52.47058824,57.88235294,1392570.111,1810.090784,1761.438039,6228.128431,51,290167.7451,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 9:50,4962.938235,53.60784314,52.50980392,57.98039216,1755.561373,1808.691373,1706.392549,6228.055098,51,291067.7451,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 10:05,19414610.4,53.8627451,52.80392157,58.2745098,19411434.88,1836.860784,1723.37902,6227.861176,51,291967.5098,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 10:20,1848381.599,47.96078431,47.03921569,51.58823529,1845156.393,1866.382941,1779.51451,6227.637059,51,292867.4314,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 10:35,5032.411569,48.76470588,47.94117647,52.78431373,1745.171961,1786.813137,1680.866863,6227.435098,51,293767.3137,00c48284-5e32-49c8-81c2-dee946fdb764
10/2/21 10:50,4964.39451,49.68627451,48.74509804,54.03921569,1787.880784,1836.707647,1772.078627,6227.112941,51,294667.3529,00c48284-5e32-49c8-81c2-dee946fdb764
