"hour_stump","datacenter_id","pm_26973_freq","pm_26973_mw","pm_26973_kw","pm_26974_freq","pm_26974_mw","pm_26974_kw","pm_74059_freq","pm_74059_mw","pm_74059_kw","usd","temp_f","rel_humidity"
2021-11-09 20:55:00.000,5,,25.706,,,27.067,,,54.258183,,49.35,,
2021-11-19 13:20:00.000,5,,25.706,,,27.067,,,52.377518,,29.69,,
2021-11-27 21:05:00.000,5,,25.706,,,27.067,,,52.29235,,32.25,,
2021-11-08 01:20:00.000,5,,25.706,,,27.067,,,53.373184,,24.63,,
2021-11-08 12:05:00.000,5,,25.706,,,27.067,,,52.254883,,27.37,,
2021-11-30 00:30:00.000,5,,25.706,,,27.067,,,52.860516,,38.34,,
2021-11-03 05:45:00.000,5,,25.849583,,,27.3036,,,53.154034,,50.47,,
2021-11-02 03:45:00.000,5,,26.004667,,,27.538416,,,53.543415,,55.87,,
2021-11-16 01:00:00.000,5,,25.706,,,27.067,,,52.500885,,36.28,,
2021-11-10 00:50:00.000,5,,25.706,,,27.067,,,53.344635,,49.12,,
2021-11-24 03:35:00.000,5,,25.706,,,27.067,,,53.279484,,23.52,,
2021-11-08 03:15:00.000,5,,25.706,,,27.067,,,53.11392,,19.42,,
2021-11-20 00:05:00.000,5,,25.706,,,27.067,,,54.393,,32.73,,
2021-11-19 22:25:00.000,5,,25.706,,,27.067,,,33.139,,25.93,,
2021-11-10 23:55:00.000,5,,25.706,,,27.067,,,53.653484,,161.76,,
2021-11-13 08:00:00.000,5,,25.706,,,27.067,,,51.437683,,52.5,,
2021-11-20 15:30:00.000,5,,25.706,,,27.067,,,54.24445,,53.17,,
2021-11-02 07:20:00.000,5,,25.887085,,,27.41078,,,53.298256,,24.27,,
2021-11-16 11:35:00.000,5,,25.706,,,27.067,,,52.181866,,23.67,,
2021-11-27 09:10:00.000,5,,25.706,,,27.067,,,52.490982,,71.66,,
2021-11-06 19:20:00.000,5,,25.706,,,27.067,,,53.355167,,34.41,,
2021-11-24 17:00:00.000,5,,25.706,,,27.067,,,54.701134,,22.491539,,
2021-11-08 10:40:00.000,5,,25.706,,,27.067,,,52.440083,,14.21,,
2021-11-24 21:25:00.000,5,,25.706,,,27.067,,,54.933033,,41.99,,
2021-11-01 06:50:00.000,5,,26.060339,,,27.119339,,,53.18088,,71.69,,
2021-11-13 11:55:00.000,5,,25.706,,,27.067,,,51.205517,,47.59,,
2021-11-02 04:30:00.000,5,,26.223417,,,27.483517,,,53.706783,,51.91,,
2021-11-10 08:55:00.000,5,,25.706,,,27.067,,,52.902866,,,,
2021-11-16 11:45:00.000,5,,25.706,,,27.067,,,52.235466,,23.71,,
2021-11-09 12:55:00.000,5,,25.706,,,27.067,,,52.6847,,42.377777,,
2021-11-16 13:20:00.000,5,,25.706,,,27.067,,,52.1074,,12.64,,
2021-11-19 09:40:00.000,5,,25.706,,,27.067,,,52.442734,,22.2,,
2021-11-02 17:10:00.000,5,,26.300373,,,27.784594,,,54.08359,,37.985,,
2021-11-27 23:45:00.000,5,,25.706,,,27.067,,,52.29785,,47.627,,
2021-11-29 08:25:00.000,5,,25.706,,,27.067,,,52.07358,,31.62,,
2021-11-07 10:05:00.000,5,,25.706,,,27.067,,,52.098732,,32.06,,
2021-11-06 15:20:00.000,5,,25.706,,,27.067,,,52.472515,,73.04,,
2021-11-08 16:15:00.000,5,,25.706,,,27.067,,,53.419067,,21.788889,,
2021-11-11 00:05:00.000,5,,25.706,,,27.067,,,53.5716,,46.73,,
2021-11-28 09:30:00.000,5,,25.706,,,27.067,,,52.4252,,29.0,,
2021-11-03 23:35:00.000,5,,25.1787,,,26.585083,,,51.763134,,56.64,,
2021-11-21 18:05:00.000,5,,25.706,,,27.067,,,54.837433,,28.78,,
2021-11-06 19:15:00.000,5,,25.706,,,27.067,,,53.312916,,34.18,,
2021-11-20 12:00:00.000,5,,25.706,,,27.067,,,53.5492,,52.34,,
2021-11-30 21:45:00.000,5,,25.706,,,27.067,,,53.65315,,24.48,,
2021-11-22 01:45:00.000,5,,25.706,,,27.067,,,53.721558,,46.13,,
2021-11-14 15:20:00.000,5,,25.706,,,27.067,,,52.391,,12.43,,
2021-11-24 15:20:00.000,5,,25.706,,,27.067,,,53.931885,,22.4,,
2021-11-27 16:45:00.000,5,,25.706,,,27.067,,,52.37355,,39.14,,
2021-11-11 00:10:00.000,5,,25.706,,,27.067,,,53.479366,,46.7895,,
2021-11-22 05:35:00.000,5,,25.706,,,27.067,,,53.28117,,32.47,,
2021-11-24 14:35:00.000,5,,25.706,,,27.067,,,53.646732,,21.43,,
2021-11-26 17:45:00.000,5,,25.706,,,27.067,,,52.64073,,28.35,,
2021-11-06 20:50:00.000,5,,25.706,,,27.067,,,53.568783,,32.74,,
2021-11-02 12:45:00.000,5,,25.865767,,,27.298416,,,53.16345,,51.69,,
2021-11-06 07:55:00.000,5,,25.706,,,27.067,,,51.967968,,31.66,,
2021-11-05 10:40:00.000,5,,25.706,,,27.067,,,51.931168,,54.569332,,
2021-11-23 00:45:00.000,5,,25.706,,,27.067,,,53.36755,,44.72,,
2021-11-01 05:30:00.000,5,,25.959116,,,27.402367,,,53.36207,,77.53,,
2021-11-28 09:50:00.000,5,,25.706,,,27.067,,,52.538834,,24.83,,
2021-11-17 15:05:00.000,5,,25.706,,,27.067,,,54.850567,,33.63,,
2021-11-08 16:25:00.000,5,,25.706,,,27.067,,,53.5101,,21.81,,
2021-11-16 20:55:00.000,5,,25.706,,,27.067,,,55.304268,,47.8,,
2021-11-01 16:00:00.000,5,,26.23665,,,27.774183,,,54.011616,,155.995,,
2021-11-04 19:20:00.000,5,,25.628584,,,26.789633,,,52.418816,,36.28,,
2021-11-14 12:45:00.000,5,,25.706,,,27.067,,,51.600033,,25.1,,
2021-11-18 08:50:00.000,5,,25.706,,,27.067,,,53.003,,27.21,,
2021-11-10 12:35:00.000,5,,25.706,,,27.067,,,52.972897,,23.83,,
2021-11-05 07:20:00.000,5,,25.706,,,27.067,,,51.906532,,44.04,,
2021-11-07 13:50:00.000,5,,25.706,,,27.067,,,52.300835,,13.68,,
2021-11-06 08:20:00.000,5,,25.706,,,27.067,,,51.957066,,33.72,,
2021-11-01 00:40:00.000,5,,26.234966,,,27.851334,,,54.08595,,26.526667,,
2021-11-03 11:35:00.000,5,,25.620733,,,26.962784,,,52.583015,,53.23,,
2021-11-01 23:30:00.000,5,,26.346216,,,28.117683,,,54.46335,,102.97,,
2021-11-17 00:10:00.000,5,,25.706,,,27.067,,,54.37495,,42.68,,
2021-11-12 09:45:00.000,5,,25.706,,,27.067,,,52.162,,,,
2021-11-05 13:35:00.000,5,,25.706,,,27.067,,,51.861534,,57.18,,
2021-11-06 20:00:00.000,5,,25.706,,,27.067,,,53.46422,,36.13,,
2021-11-01 11:30:00.000,5,,25.5765,,,27.093584,,,52.6682,,68.87,,
2021-11-01 07:15:00.000,5,,26.1133,,,27.134617,,,53.246918,,55.42,,
2021-11-24 18:35:00.000,5,,25.706,,,27.067,,,54.659718,,40.66,,
2021-11-17 02:50:00.000,5,,25.706,,,27.067,,,54.250317,,28.97,,
2021-11-18 00:25:00.000,5,,25.706,,,27.067,,,54.38655,,38.691,,
2021-11-18 02:40:00.000,5,,25.706,,,27.067,,,54.556255,,28.62,,
2021-11-06 08:55:00.000,5,,25.706,,,27.067,,,51.9082,,36.87,,
2021-11-16 01:45:00.000,5,,25.706,,,27.067,,,52.199333,,32.12,,
2021-11-24 12:55:00.000,5,,25.706,,,27.067,,,53.58755,,20.09,,
2021-11-04 16:30:00.000,5,,25.474117,,,26.647966,,,52.12255,,53.74,,
2021-11-21 06:30:00.000,5,,25.706,,,27.067,,,54.445835,,25.48,,
2021-11-08 18:35:00.000,5,,25.706,,,27.067,,,53.89575,,33.14,,
2021-11-27 20:55:00.000,5,,25.706,,,27.067,,,52.35145,,31.1,,
2021-11-24 23:35:00.000,5,,25.706,,,27.067,,,54.72305,,65.64,,
2021-11-07 03:55:00.000,5,,25.706,,,27.067,,,52.593334,,29.79,,
2021-11-10 01:40:00.000,5,,25.706,,,27.067,,,53.450783,,35.51,,
2021-11-28 08:50:00.000,5,,25.706,,,27.067,,,52.452034,,30.73,,
2021-11-21 19:30:00.000,5,,25.706,,,27.067,,,54.997417,,24.98,,
2021-11-17 07:00:00.000,5,,25.706,,,27.067,,,54.6535,,,,
2021-11-04 18:55:00.000,5,,25.624283,,,26.7774,,,52.402184,,38.16,,
2021-11-03 12:35:00.000,5,,25.510084,,,26.828083,,,52.337532,,57.71,,
2021-11-28 14:25:00.000,5,,25.706,,,27.067,,,52.782696,,27.092728,,
2021-11-14 14:25:00.000,5,,25.706,,,27.067,,,51.915234,,0.17,,
2021-11-22 17:15:00.000,5,,25.706,,,27.067,,,53.46235,,27.13,,
2021-11-14 19:25:00.000,5,,25.706,,,27.067,,,53.358696,,45.51,,
2021-11-24 08:10:00.000,5,,25.706,,,27.067,,,53.3723,,,,
2021-11-06 11:15:00.000,5,,25.706,,,27.067,,,51.846565,,46.5,,
2021-11-30 03:55:00.000,5,,25.706,,,27.067,,,52.429516,,27.51,,
